codigo;descripcion;unidad;precio
120606;FOCO PANEL LED ZH-R121 12W FRIA;UNIDA;3950
120608;FOCO PANEL LED ZH-R151 15W;UNIDA;4202
120609;FOCO PANEL LED ZH-R151 15W CALIDA;UNIDA;4118
120611;FOCO PANEL LED ZH-R181 18W CALIDA;UNIDA;5882
120610;FOCO PANEL LED ZH-R181 18W FRIA;UNIDA;5882
160534;"FOCO RED.B1080 8"" C/ROSCA E27 12/C";UNIDA;2941
070093;FORMON SUELTO 1-1/5;UNIDA;2437
030639;FRAPEL C/DISPLEY;UNIDA;840
030640;FRAPEL P/ESTANGUE;UNIDA;672
130231;FRESADOR CON TALADRO Z5045C/1;UNIDA;1974790
130229;FRESADOR CON TALADRO ZAY7032FG;UNIDA;2100840
130230;FRESADOR CON TALADRO ZAY7045FG;UNIDA;2184874
130129;GATA DE CAIMAN 2T;UNIDA;29412
130132;GATA DE CAIMAN 3 T;UNIDA;79832
130131;GATA DE CAIMAN 3T LARGA;UNIDA;147059
130091;GATA DE TIJERAS 1.5T. 10/C.;UNIDA;10504
130090;GATA DE TIJERAS 1T.;UNIDA;9244
130134;GATA DE TORRE 12T;UNIDA;54622
130133;GATA DE TORRE 6T;UNIDA;37815
130114;GATA HIDRAULICA 10T.;UNIDA;15882
130115;GATA HIDRAULICA 12T.;UNIDA;15966
130116;GATA HIDRAULICA 16T.;UNIDA;19328
130117;GATA HIDRAULICA 20T.;UNIDA;21008
130101;GATA HIDRAULICA 2T.;UNIDA;5882
130118;GATA HIDRAULICA 30T.;UNIDA;29412
130111;GATA HIDRAULICA 4T.;UNIDA;9244
130119;GATA HIDRAULICA 50T.;UNIDA;46218
130112;GATA HIDRAULICA 6T.;UNIDA;10504
130113;GATA HIDRAULICA 8T.;UNIDA;14118
130130;GATA HIDRAULICA LARGA 8 T.;UNIDA;100840
011780;"GRATA DE COPA HY9271 2""";UNIDA;655
011781;"GRATA DE COPA HY9271 2.5""";UNIDA;1008
011782;"GRATA DE COPA HY9271 3""";UNIDA;1008
011783;"GRATA DE COPA HY9271 4""";UNIDA;2101
011801;"GRATA PLANA HY9272 2""";UNIDA;504
011802;"GRATA PLANA HY9272 2.5""";UNIDA;1008
140117;"HOJA SIERRA CIRCULAR 10"" 60D";UNIDA;7983
140110;"HOJA SIERRA CIRCULAR 4-1/2"" 18D";UNIDA;3193
140111;"HOJA SIERRA CIRCULAR 4-1/2"" 24D";UNIDA;3193
140114;"HOJA SIERRA CIRCULAR 9"" 24D";UNIDA;5882
140115;"HOJA SIERRA CIRCULAR 9"" 40D";UNIDA;6303
010700;"HOJA SIERRA P/TROZADOR 21""";UNIDA;672
010701;"HOJA SIERRA P/TROZADOR 24""";UNIDA;756
010702;"HOJA SIERRA P/TROZADOR 30 """;UNIDA;924
070190;HORQUETA F111.;UNIDA;4202
160300;"HUINCHA AISLADORA 3/4"" 5YD";UNIDA;504
160301;"HUINCHA AISLADORA 3/4""10YD";UNIDA;672
160353;HUINCHA EMB.48 X 100M CAFE 48/C;UNIDA;1681
160352;HUINCHA EMB.48 X 100M TRAN. 72/C;UNIDA;1261
160351;HUINCHA ENBALAR CAFE 30M 72/C;UNIDA;420
159974;INS.NEV.TRIPLE 9/32 EMB. 10A-250V BL 20B/200C;UNIDA;2521
159953;INS.SIMPLE+ENCH.2P+T 10A-250V;UNIDA;2521
159965;INT. 9/24 200/C;UNIDA;1639
169986;INT.+ 2 ENCH 10A 110/250V;UNIDA;2941
169987;INT.DOBLE + 1 ENCH. 10A 110/250V;UNIDA;2941
159956;INT.DOBLE + 1 ENCH. 10A SP. 200/C;UNIDA;2101
169967;INT.DOBLE 10A 110/250V 120/C;UNIDA;2101
159987;INT.DOBLE 9/12+ENCHFE 10A;UNIDA;1681
159967;INT.DOBLE 9/15 10A.250V;UNIDA;2400
159951;INT.DOBLE 9/15 10A-250V BL 20B/320C;UNIDA;2353
159958;INT.P/LAMP. DE ESCRITORIO 10A;UNIDA;840
169968;INT.SIMPLE + 1 ENCH. 10A 110/250V 120/C;UNIDA;2353
169966;INT.SIMPLE 10A 110/250V. 120/C;UNIDA;1681
159966;INT.SIMPLE 9/12 10A.250V BL 20B/200C;UNIDA;2353
159950;INT.SIMPLE 9/12 10A-250V SPT,20B/320C;UNIDA;1681
159968;INT.SIMPLE 9/12+ENCH.10A.250V;UNIDA;2437
169974;INT.TRIPLE 10A 110/250V 120/C;UNIDA;2941
159972;INT.VOLANTE DE PASO 6A-250V;UNIDA;1008
159986;INT+2ENCH.9/12 10A 20B/200C;UNIDA;2521
159945;INTE. SIMPLE+TOMA CORRI. 2P+T 10/16A-250;UNIDA;3193
159952;INTER/ENCH SPTO.10A-250V B 20B/320C;UNIDA;2101
160902;LAMP. ESTANCO LED;UNIDA;8319
120011;LAMP. LED P/DORMIDORIO 30W;UNIDA;7983
120010;LAMP. LED P/DORMITORIO 25W;UNIDA;9244
120009;LAMP. LED P/DORMITORIO 30W;UNIDA;11345
150002;LAMP. LED P/PISCINA 12W EN COLOR;UNIDA;46218
150003;LAMP. LED P/PISCINA 15W EN COLOR;UNIDA;54622
150004;LAMP. LED P/PISCINA 18W EN COLOR;UNIDA;63025
150005;LAMP. LED P/PISCINA 24W EN COLOR;UNIDA;67227
150001;LAMP. LED P/PISCINA 9W EN COLOR;UNIDA;41176
150000;LAMP. LED P/PISCINA EN COLOR 6W;UNIDA;37815
150020;LAMP. LED PARA PISCINA 10W IP67 EN COLOR;UNIDA;10504
120028;LAMP. P/PASTO LED 3W;UNIDA;5882
120029;LAMP. P/PASTO LED 3W;UNIDA;5882
120027;LAMP. P/PATIO LED 30W;UNIDA;21849
120036;"LAMP. PL LED CALIDA 9""";UNIDA;14706
120035;"LAMP. PL LED FRIA 9""";UNIDA;11345
120038;"LAMP. PL LED 4""";UNIDA;5462
120039;"LAMP. PL LED 4""";UNIDA;5042
120041;"LAMP. PL LED 6""";UNIDA;11345
120040;"LAMP. PL LED 6""";UNIDA;10504
120044;"LAMP. PL LED 8""";UNIDA;15546
120043;"LAMP. PL LED 8""";UNIDA;13866
120031;LAMP. PL LED CALIDA 12W;UNIDA;12605
120033;LAMP. PL LED CALIDA 12W BLANCA;UNIDA;8403
120032;LAMP. PL LED FRIA 12W BLANCA 20/C;UNIDA;12605
120030;LAMP. PL LED FRIA 12W CROMADA 20/C;UNIDA;12605
120059;LAMP. TECHO LED 12W CALIDA;UNIDA;2941
120054;LAMP. TECHO LED 12W FRIA 20/C;UNIDA;2941
120055;LAMP. TECHO LED 3W;UNIDA;1513
120050;LAMP. TECHO LED 3W;UNIDA;1513
120051;LAMP. TECHO LED 5W;UNIDA;2101
120056;LAMP. TECHO LED 5W CALIDA;UNIDA;2101
120057;LAMP. TECHO LED 7W CALIDA;UNIDA;2353
120052;LAMP. TECHO LED 7W FRIA 30/C;UNIDA;2353
120058;LAMP. TECHO LED 9W CALIDA;UNIDA;2101
120053;LAMP. TECHO LED 9W FRIA 20/C;UNIDA;2437
160906;LAMP. TORTUGA LED 2 X 9W CALIDA 10/C;UNIDA;7983
160904;LAMP. TORTUGA LED 2 X 9W FRIA;UNIDA;7983
160176;LAMP.DE TORTUGA JM--FC-62 BLANCA 18/C;UNIDA;5042
160178;LAMP.DE TORTUGA JM-FC-62 NEGRO 18/C;UNIDA;5042
160177;LAMP.DE TORTUGA JM-FC-63 BLANCA 18/C;UNIDA;5042
160179;LAMP.DE TORTUGA JM-FC-63 NEGRO,18/C;UNIDA;5042
160901;LAMP.ESTANCO LED 2 X 9W FRIA 8/C;UNIDA;7983
160603;LAMP.HERM.2 X 40 S/B. 8/C;UNIDA;8000
160607;LAMP.HERM.2X40 S/B. 6/C;UNIDA;10084
160606;LAMP.HERME.LED SL-03;UNIDA;7563
120067;LAMP.PANEL LED 60X30 EMB. 24W 15/C;UNIDA;10504
160170;LAMP.TECHO B2280 C/ROSCA E27;UNIDA;3782
160171;LAMP.TECHO B2380 C/ROSCA E27;UNIDA;2521
160550;LAMP.TECHO C0780;UNIDA;3319
160540;LAMP.TECHO CUA. B3980 C/ROSCA 27 12/C;UNIDA;3319
160573;LAMP.TECHO LED L0240-12W;UNIDA;2731
160572;LAMP.TECHO LED L0760-20W;UNIDA;10504
160547;LAMP.TECHO LO160;UNIDA;7479
160541;"LAMP.TECHO RED. 6"" C0660 C/ROSCA E27 20";UNIDA;3277
160542;"LAMP.TECHO RED.8"" C0680 C/ROSCA E27";UNIDA;3782
160260;LAMPARA EMER. LED TD-269S C/2 FOCOS 12/C;UNIDA;19000
120060;LAMPARA LED L0140-10;UNIDA;13445
120070;LAMPARA TORTUGA REDONDA LED B. 12W;UNIDA;13025
120071;LAMPARA TORTUGA ELECOIDAL LED B. 12W;UNIDA;13025
011943;LIENZA;UNIDA;210
010353;LIJA DE MADERA NO.100;UNIDA;168
010225;"LIMA MEDIA LUNA C/MANGO 10""";UNIDA;1176
010223;"LIMA MEDIA LUNA C/MANGO 6""";UNIDA;840
010224;"LIMA MEDIA LUNA C/MANGO 8""";UNIDA;1008
010222;"LIMA PLANA C/MANGO 12""";UNIDA;1513
010227;"LIMA REDONDA 6""";UNIDA;840
010228;"LIMA REDONDA 8""";UNIDA;1008
010217;"LIMA TRIANGULO C/MANGO 6""";UNIDA;1008
011150;LLANA LISA 280X140MM;UNIDA;1555
030687;LLAVE COMB. LAVAPLATO EXT. 30491 20/C;UNIDA;12605
030684;LLAVE COMB. MURO 15 CM LAVAMANO;UNIDA;13025
030685;LLAVE COMB. MURO 20CM LAVAMANO;UNIDA;14706
030686;LLAVE COMBINACION LAVAPLATO;UNIDA;14286
030680;LLAVE DE MONOMANDO 35MM 30401 20/C;UNIDA;12437
030681;LLAVE DE TINA MONOMANDO 30495 10/C;UNIDA;16387
010413;"LLAVE FRANCESA 12""";UNIDA;5462
010415;"LLAVE FRANCESA 18""";UNIDA;16807
010416;"LLAVE FRANCESA 24""";UNIDA;31933
010410;"LLAVE FRANCESA 6""";UNIDA;1597
010411;"LLAVE FRANCESA 8""";UNIDA;2101
030503;"LLAVE JARDIN 3/4""";UNIDA;1681
030602;LLAVE JARDIN BQA036 C/HILO;UNIDA;4622
030600;LLAVE JARDIN GAL.518 CON HILO.;UNIDA;2353
030502;"LLAVE JARDIN YYP9179 1/2""";UNIDA;1681
030491;LLAVE LAVAPLATO EXTENSIBLE;UNIDA;10084
030683;LLAVE LAVAPLATO MONOMANDO 30490;UNIDA;15546
030682;LLAVE MONOMANDO DUCHA 30496 10/C;UNIDA;14706
010608;LLAVE P/TALADRO 13MM;UNIDA;1261
030604;"LLAVE PASO BQA038 3/4""";UNIDA;2101
030607;"LLAVE PASO C/MANGO REDONDO 3/4""";UNIDA;2941
010020;LLAVE PIPA SUELTA 8MM;UNIDA;672
010021;LLAVE PIPA SUELTA 10MM;UNIDA;840
010022;LLAVE PIPA SUELTA 11MM;UNIDA;1008
010023;LLAVE PIPA SUELTA 12MM;UNIDA;1218
010024;LLAVE PIPA SUELTA 13MM;UNIDA;1345
010025;LLAVE PIPA SUELTA 14MM;UNIDA;1387
010026;LLAVE PIPA SUELTA 15MM;UNIDA;1429
010027;LLAVE PIPA SUELTA 17MM;UNIDA;1639
010028;LLAVE PIPA SUELTA 19MM;UNIDA;2101
010042;LLAVE PUNTA/CORONA 10MM;UNIDA;714
010044;LLAVE PUNTA/CORONA 12MM;UNIDA;798
010045;LLAVE PUNTA/CORONA 13MM;UNIDA;840
010048;LLAVE PUNTA/CORONA 16MM;UNIDA;1050
010049;LLAVE PUNTA/CORONA 17MM;UNIDA;1134
010050;LLAVE PUNTA/CORONA 18MM;UNIDA;1218
010051;LLAVE PUNTA/CORONA 19MM;UNIDA;1303
010052;LLAVE PUNTA/CORONA 20MM;UNIDA;1387
010053;LLAVE PUNTA/CORONA 21MM;UNIDA;1429
010054;LLAVE PUNTA/CORONA 22MM;UNIDA;1513
010055;LLAVE PUNTA/CORONA 23MM;UNIDA;1681
010056;LLAVE PUNTA/CORONA 24MM;UNIDA;1933
010057;LLAVE PUNTA/CORONA 25MM;UNIDA;2521
010058;LLAVE PUNTA/CORONA 26MM;UNIDA;1849
010059;LLAVE PUNTA/CORONA 27MM;UNIDA;2689
010060;LLAVE PUNTA/CORONA 28MM;UNIDA;2941
010061;LLAVE PUNTA/CORONA 29MM;UNIDA;3109
010062;LLAVE PUNTA/CORONA 30MM;UNIDA;3193
010063;LLAVE PUNTA/CORONA 31MM;UNIDA;3319
010064;LLAVE PUNTA/CORONA 32MM;UNIDA;3529
010038;LLAVE PUNTA/CORONA 6MM;UNIDA;420
010039;LLAVE PUNTA/CORONA 7MM;UNIDA;378
010040;LLAVE PUNTA/CORONA 8MM;UNIDA;504
010041;LLAVE PUNTA/CORONA 9MM;UNIDA;630
010443;"LLAVE STILSON AMERICANA 14""";UNIDA;3277
010446;"LLAVE STILSON AMERICANA 36""";UNIDA;14286
010447;"LLAVE STILSON AMERICANA 48""";UNIDA;17647
030510;"LLAVE VALVULA P/ESTANQUE BAñO 1/2""";UNIDA;1261
160500;LOZA CUADRADA NL-603;UNIDA;504
160502;LOZA REDONDA E40;UNIDA;1261
011550;MALLA GAL. 1G 3.8MM ESPESOR 1.85 X 3MTS;UNIDA;12605
020300;"MANILLA DE CAJON 3""";UNIDA;126
020301;"MANILLA DE CAJON 4""";UNIDA;151
130212;MAQ. MOLER PASTO ZF500 1000KG/H;UNIDA;663866
130211;MAQ. MOLER PASTOS M1200 1200KG/H;UNIDA;495798
130200;MAQ.DE MADERA MQ443A;UNIDA;1134454
130202;MAQUINA DE CORTAR METALES;UNIDA;210084
130583;MAQUINA DE SOLDAR 250A;UNIDA;96639
130218;MAQUINA P/DESGRANO DE CHOCLO;UNIDA;294118
130216;MAQUINA P/HACER PELLETS;UNIDA;630000
130217;MAQUINA P/MOLER GRANO SENSILLA;UNIDA;142857
130220;MAQUINA P/MOLER GRANO(BLANDO);UNIDA;235294
130219;MAQUINA P/MOLER GRANOS (AZUL);UNIDA;378151
010649;MARCO PARA PANEL LED 600X600MM;UNIDA;5042
010650;"MARCO/SIERRA CROMADO REJ.12""";UNIDA;1849
010651;"MARCO/SIERRA NEGRO REJ.12""";UNIDA;1681
070112;MARTILLO C/MANGO FIBRA FORJADO 25MM;UNIDA;2521
070132;"MARTILLO DE PEÑA 1 1/2""";UNIDA;2689
070131;MARTILLO DE PEÑA 1LB.;UNIDA;1765
070120;MARTILLO MECANICO 100G.;UNIDA;1261
070121;MARTILLO MECANICO 200G.;UNIDA;1513
070122;MARTILLO MECANICO 300G.;UNIDA;1681
070129;MARTILLO PEÑA FORJADO 1.5LB 24/C;UNIDA;2941
070128;MARTILLO PEÑA FORJADO 1LB. 36/C;UNIDA;2521
160324;MASCARA PARA SOLDAR 6/C;UNIDA;21008
160305;MASKITAPE 18MM X 35M 192/C;UNIDA;840
160306;MASKITAPE 24MM X 35M 144/C;UNIDA;1261
160307;MASKITAPE 36MM X 35M 96/C;UNIDA;1597
160308;MASKITAPE 48MM X 35M 72PC/C;UNIDA;2101
070160;MAZO DE GOMA 8 OZ.;UNIDA;840
011211;MICRO MEDIDOR 25-50MM;UNIDA;6723
011212;MICRO MEDIDOR 50-75MM;UNIDA;8403
011213;MICRO MEDIDOR 75-100MM;UNIDA;11765
011750;"MINI SIERRA DE PODAR 14""";UNIDA;1092
011760;MINI-NAPOLEON NO.1;UNIDA;2101
011761;MINI-NAPOLEON NO.2;UNIDA;2353
011769;"NAPOLEON 12""";UNIDA;3782
011771;"NAPOLEON 14""";UNIDA;4370
011772;"NAPOLEON 18""";UNIDA;6303
011773;"NAPOLEON 24""";UNIDA;7311
011774;"NAPOLEON 30""";UNIDA;9664
011775;"NAPOLEON 36""";UNIDA;13025
010476;NEUMATICO PARA CARRETILLA;UNIDA;4202
011071;"NIVEL DE ALUMINIO 10""";UNIDA;1261
011073;"NIVEL DE ALUMINIO 14""";UNIDA;1681
011074;"NIVEL DE ALUMINIO 16""";UNIDA;2101
011075;"NIVEL DE ALUMINIO 18""";UNIDA;2437
011076;"NIVEL DE ALUMINIO 20""";UNIDA;2941
011077;"NIVEL DE ALUMINIO 22""";UNIDA;3025
011078;"NIVEL DE ALUMINIO 24""";UNIDA;3277
011079;"NIVEL DE ALUMINIO 26""";UNIDA;3529
011081;"NIVEL DE ALUMINIO 48""";UNIDA;3782
011085;"NIVEL DE MAESTRO C/IMAN 20""";UNIDA;3193
011087;"NIVEL DE MAESTRO C/IMAN 24""";UNIDA;3782
011088;"NIVEL DE MAESTRO C/IMAN 26"" 60/C";UNIDA;4034
011082;"NIVEL DE TORPEDO 9""";UNIDA;2101
070418;OJO MAGICO NO.200;UNIDA;840
070182;PALA C/ MANGO LARGO S506L;UNIDA;7143
070181;PALA C/PUNTA OVALADA C/MANGO 12/SACO;UNIDA;8403
070183;PALA DE CARBON C/MANGO S512PD 12/C;UNIDA;7479
070180;PALA DE PUNTA CUATRADA C/MANGO;UNIDA;5882
070184;PALA SIN MANCO C/PUNTA HUEVO S503G 12/C;UNIDA;5042
200240;PANEL INTERIOR WPC 2900X168X23MM;UNIDA;5462
120090;PANEL LED 1200X300 EMB.36W 6/C;UNIDA;16807
120089;PANEL LED 1200X300 S/P. 36W 6/C;UNIDA;21008
120082;PANEL LED 1200X600 80W FRIA EMB;UNIDA;32000
120083;PANEL LED 1200X600 80W S/P 6/C;UNIDA;36000
120097;PANEL LED 60X60 EMB.48W 6500K 6/C;UNIDA;15000
120099;PANEL LED 60X60 S/P 48W 6500K 6/C;UNIDA;16807
200220;PANEL UV TIPO MARMOL 1220 X 2440MM X 3MM;UNIDA;19748
160297;PANTALLA DE AHORRO ENERGIA 20W;UNIDA;6723
160298;PANTALLA DE AHORRO ENERGIA 40W;UNIDA;10924
160083;PARTIDOR ALUMNIO P/TUBO FLU.;UNIDA;168
020426;"PERNO ANCLAJE DE FIJACION 1/2 X 4-1/2""";UNIDA;840
020423;"PERNO ANCLAJE DE FIJACION 1/4 X 2-1/4""";UNIDA;210
020421;"PERNO ANCLAJE DE FIJACION 1/4X 3-1/4""";UNIDA;252
011200;"PIE DE METRO INOXIDABLE 6""";UNIDA;9664
070402;"PIEDRA ASENTAR 6""";UNIDA;840
011425;PISTOLA DE PINTURA PQ-2;UNIDA;10924
011427;PISTOLAP/SOLDAR TUBO PLAS.DSH-III;UNIDA;15966
030382;PITON REGAR P/JARDIN N.331;UNIDA;462
120223;"PLAFON CUAD. LED 12"" ZH-MZ24S1 24W FRIA";UNIDA;9244
120220;"PLAFON CUAD. LED 5"" ZH-MZ06S1 6W FRIA";UNIDA;3782
120221;"PLAFON CUAD. LED 7"" ZH-MZ12S1 12W FRIA";UNIDA;5462
120222;"PLAFON CUAD. LED 9"" ZH-MZ18S1 18W FRIA";UNIDA;7143
120212;PLAFON CUAD. LED C/ESCALA 12W CALIDA;UNIDA;4202
120213;PLAFON CUAD. LED C/ESCALA 12W FRIA;UNIDA;4202
120215;PLAFON CUAD. LED C/ESCALA 18W CALIDA;UNIDA;5882
120214;PLAFON CUAD. LED C/ESCALA 18W FRIA;UNIDA;5882
120217;PLAFON CUAD. LED C/ESCALA 24W CALIDA;UNIDA;7563
120216;PLAFON CUAD. LED C/ESCALA 24W FRIA;UNIDA;7479
120211;PLAFON CUAD. LED C/ESCALA 8W FRIA;UNIDA;3319
120272;PLAFON CUAD.LED 12W 6500K;UNIDA;3950
120275;PLAFON CUAD.LED 18W 3000K;UNIDA;5462
120274;PLAFON CUAD.LED 18W 6500K;UNIDA;5462
120277;PLAFON CUAD.LED 24W 3000K;UNIDA;6639
120276;PLAFON CUAD.LED 24W 6500K;UNIDA;6639
120271;PLAFON CUAD.LED 6W 3000K;UNIDA;2941
120270;PLAFON CUAD.LED 6W 6500K;UNIDA;2941
120281;PLAFON RED, 24W 6500K C/SENSOR 30/C;UNIDA;11345
120280;PLAFON RED. 18W 6500K C/SENSOR 34/C;UNIDA;8403
120207;PLAFON REDONDA LED C/ESCALA 24W CALIDA;UNIDA;7563
120262;PLAFON REDONDO LED 12W 6500K;UNIDA;3782
120265;PLAFON REDONDO LED 18W 3000K;UNIDA;4622
120264;PLAFON REDONDO LED 18W 6500K;UNIDA;4622
120267;PLAFON REDONDO LED 24W 3000K;UNIDA;7143
120266;PLAFON REDONDO LED 24W 6500K;UNIDA;7395
120260;PLAFON REDONDO LED 6W 6500K;UNIDA;2941
120202;PLAFON REDONDO LED C/ESCALA 12W CALIDA;UNIDA;4118
120203;PLAFON REDONDO LED C/ESCALA 12W FRIA;UNIDA;4118
120204;PLAFON REDONDO LED C/ESCALA 18W CALIDA;UNIDA;4874
120205;PLAFON REDONDO LED C/ESCALA 18W FRIA;UNIDA;4874
120200;PLAFON REDONDO LED C/ESCALA 6W CALIDA;UNIDA;3277
120201;PLAFON REDONDO LED C/ESCALA 6W FRIA;UNIDA;3277
011730;"PLANA C/PUNTA CUADRADA 5"" 12/120";UNIDA;1261
011731;"PLANA C/PUNTA CUADRADA 6"" 12/120";UNIDA;1387
011732;"PLANA C/PUNTA CUADRADA 7"" 12/120";UNIDA;1597
011733;"PLANA C/PUNTA CUADRADA 8"" 12/120";UNIDA;1681
011734;"PLANA C/PUNTA REDONDA 5"" 12/120";UNIDA;1261
011735;"PLANA C/PUNTA REDONDA 6"" 12/120";UNIDA;1387
011736;"PLANA C/PUNTA REDONDA 7"" 12/120";UNIDA;1513
011737;"PLANA C/PUNTA REDONDA 8"" 12/120";UNIDA;1681
280220;PLANCHA ZINC 1080X3000X0.35MM;UNIDA;9244
130238;"PLATO DE 3 PATITAS 10""";UNIDA;184874
130235;"PLATO DE 3 PATITAS 4""";UNIDA;71429
130236;"PLATO DE 3 PATITAS 6""";UNIDA;113445
130237;"PLATO DE 3 PATITAS 8""";UNIDA;134454
011110;PLOMADA DE ACERO 200G.;UNIDA;672
011111;PLOMADA DE ACERO 300G.;UNIDA;1261
159980;PORT.C/ANILLOS CONEX.PRENSA CAB.ROS E27;UNIDA;1681
159979;PORT.C/ANILLOS CONEX.PRENSA CAB.ROS.E27;UNIDA;1681
159977;PORT.CONEX.PRENSA CAB.ROSCA E27 250V 4A;UNIDA;1681
159978;PORT.CONEX.PRENSA CAB.ROSCA E27 250V 4A;UNIDA;1681
160445;PORT.CORRIENTE BLANCO E27;UNIDA;420
160446;PORT.CORRIENTE NEGRO E27;UNIDA;420
040305;PORTA BASTIDOR P/CANALETA 100X50;UNIDA;1004
160251;PORTAELECTRODO 300A.;UNIDA;1933
160250;PORTAELECTRODO 500A.;UNIDA;2101
159946;PORTALAMPARA PVC E27;UNIDA;840
130150;PORTPOWER SD0101 4T;UNIDA;126050
130152;PORTPOWER SD0202 10T.;UNIDA;155462
010870;"PRENSA ESQUINA P/CARPINTERO 4""";UNIDA;4202
010852;PRENSA F 120X400 30/C;UNIDA;4202
010853;PRENSA F 120X500 20/C;UNIDA;4370
010854;PRENSA F 120X600 20/C;UNIDA;5042
010808;PRENSA F 50X100 50/C;UNIDA;2101
010809;PRENSA F 50X150 50/C;UNIDA;2941
010810;PRENSA F 50X200 50/C;UNIDA;3193
010811;PRENSA F 50X250 50/C;UNIDA;3193
010820;PRENSA F 60X200;UNIDA;3782
010821;PRENSA F 60X250;UNIDA;3782
010823;PRENSA F 60X300;UNIDA;4202
010825;PRENSA F 60X400;UNIDA;9664
010826;PRENSA F 60X500;UNIDA;5042
010829;PRENSA F 80X250;UNIDA;5462
010830;PRENSA F 80X300;UNIDA;11681
010834;PRENSA F 80X500;UNIDA;6303
010836;PRENSA F 80X600;UNIDA;6639
010838;PRENSA F 80X700;UNIDA;7563
010800;"PRENSA G 2"" 120/C.";UNIDA;1261
010801;"PRENSA G 3"" 100/C.";UNIDA;1597
010805;"PRENSA G 8"" 20/C.";UNIDA;8403
130142;PRENSA HIDRAULICA 20T;UNIDA;235294
130143;PRENSA HIDRAULICA 20T C/RELOJ.;UNIDA;378151
130156;PRENSA HIDRAULICA 30T;UNIDA;378151
130145;PRENSA HIDRAULICA 30T C/RELOJ.;UNIDA;462185
130146;PRENSA HIDRAULICA 50T C/RELOJ.;UNIDA;882353
120500;PROYECTOR CON PANEL SOLAR 100W;UNIDA;54622
120465;PROYECTOR LED 15W P/USO INTERIOR;UNIDA;5462
120471;PROYECTOR LED 70W P/USO INTERIOR;UNIDA;11345
120456;PROYECTOR LED BASCULANTE 3000K 50W;UNIDA;25210
120489;PROYECTOR LED C/PANEL SOLAR 30W;UNIDA;31092
120502;PROYECTOR LED C/PANEL SOLAR 90W;UNIDA;46218
120488;PROYECTOR LED CON PANEL SOLAR 30W GRIS;UNIDA;29412
120420;PROYECTOR LED DE AREA INDUSTRIAL 600W;UNIDA;924370
120466;PROYECTOR LED TG-Y 10W CERT.POR SEC.;UNIDA;2941
120468;PROYECTOR LED TG-Y 20W CERT.POR SEC.;UNIDA;3277
120469;PROYECTOR LED TG-Y 30W CERT.POR SEC.;UNIDA;4622
120449;PROYECTOR LED WL-77;UNIDA;15000
120440;PROYECTOR LED WL-77;UNIDA;2437
120450;PROYECTOR LED WL-77;UNIDA;21008
120451;PROYECTOR LED WL-77;UNIDA;37815
120441;PROYECTOR LED WL-77;UNIDA;3319
120452;PROYECTOR LED WL-77;UNIDA;46218
120442;PROYECTOR LED WL-77;UNIDA;4370
120443;PROYECTOR LED WL-77;UNIDA;5882
120445;PROYECTOR LED WL-77G C/SENSOR 20W;UNIDA;5462
120446;PROYECTOR LED WL-77G C/SENSOR 30W;UNIDA;6303
120447;PROYECTOR LED WL-77G C/SENSOR 50W;UNIDA;7479
120490;PROYECTOR LED YRW 10W-P/USO INTERIOR;UNIDA;3277
120491;PROYECTOR LED YRW 20W-P/USO INTERIOR;UNIDA;5462
120492;PROYECTOR LED YRW 30W-P/USO INTERIOR;UNIDA;5882
120460;PROYECTOR LED YRW30W P/USO INTERIOR;UNIDA;12605
120463;PROYECTOR LED YRW50W P/USO INTERIOR;UNIDA;33193
160865;PROYECTOR RECTANGULAR LED 40W 3000K;UNIDA;26891
070197;RASTRILLO R103-14D 24/C. ROJO;UNIDA;2101
070196;RASTRILLO R104-14D 24/C. VERDE;UNIDA;2101
030383;REGADOR AUTOMATICO 0337;UNIDA;1261
030388;REGADORA AUTOMATICA 13801;UNIDA;1681
030386;REGADORA P/JARDIN N.3806.;UNIDA;1261
030387;REGADORA P/JARDIN NO.331 BRONCE;UNIDA;1681
011900;"REGLA ACERO 12""";UNIDA;1513
030644;REJILLA ACERO GRANDE;UNIDA;630
030645;REJILLA ALUMNIO;UNIDA;420
030650;REJILLA FILTRO UNIVERSAL;UNIDA;420
030651;REJILLA TECA;UNIDA;294
130163;RELOJ PARA PRENSA HIDRAULICA 30T/50T;UNIDA;29412
160182;REMARCADOR 10 (20)A 12/C;UNIDA;10084
140021;REP.P/SELLADORA 200,300,400MM;UNIDA;2101
140020;REPUESTO P/SELLADORA;UNIDA;4622
011181;RODILLO DE CHIPORO 20CM;UNIDA;1681
010475;RUEDA C/EJE P/CARRETILLA;UNIDA;11345
010473;RUEDA NEUMATICA P/YEGUA;UNIDA;7479
010462;"RUEDA PERNO G. 072SZ 3""";UNIDA;1261
010454;"RUEDA PLACA F. 042SY 4""";UNIDA;2185
010463;"RUEDA PLACA F. 072SZ 4""";UNIDA;1681
010450;RUEDA PLACA G. 042SY;UNIDA;840
010452;"RUEDA PLACA G. 042SY 3""";UNIDA;1681
010455;"RUEDA PLACA G. 042SY 4""";UNIDA;2101
010458;"RUEDA PLACA G. 042SY 5""";UNIDA;2185
010915;"RUEDA PLASTICA 1.5""";UNIDA;462
010916;"RUEDA PLASTICA 2""";UNIDA;588
010472;RUEDA PLASTICA CHICA P/YEGUA;UNIDA;4622
